,국민,정부,경제,생각,문제,사회,발전,한국,사람,대통령,협력,지금,세계,나라,국가,평화,정책,말씀,정치,감사,역사,기업,노력,시장,참여,시대,관계,지역,기술,혁신,이제,축하,민주주의,성공,모두,문화,투자,오늘,성장,해결,중요,개혁,미래,존경,산업,추진,필요,동북아,수준,지방,언론,얘기,자리,지원,양국,각하,제도,번영,가장,전략,분야,대화,동안,이번,적극,교육,국회,자유,경쟁력,미국,국제,정상,기대,개발,가능,한반도,확대,대한민국,중심,권력,통합,다음,신뢰,시민,안정,회담,남북,과학,기회,변화,귀빈,균형,진심,책임,경쟁,지속,북한,도시,선거,사실,환경,합의,정보,일본,역할,기원,서로,위기,사업,원칙,최선,과제,강화,이상,과정,투명,계속,공동,물론,역량,올해,내외,결과,북핵,건강,공정,희망,상황,극복,마음,구조,평가,안보,전쟁,질서,가치,지도자,관리,중국,관심,이후,건설,스스로,성과,계획,개방,대학,타협,중소기업,교류,기여,인사,국정,회의,준비,시간,갈등,메시지,정말,복지,조금,민주,연구,서비스,방문
책임,53.0,102.0,17.0,61.0,54.0,69.0,16.0,30.0,31.0,105.0,28.0,9.0,4.0,11.0,39.0,25.0,37.0,19.0,107.0,2.0,10.0,4.0,17.0,10.0,44.0,12.0,7.0,11.0,7.0,4.0,0.0,0.0,6.0,7.0,5.0,14.0,1.0,4.0,3.0,28.0,13.0,8.0,14.0,4.0,3.0,13.0,14.0,7.0,6.0,5.0,55.0,8.0,8.0,4.0,3.0,0.0,6.0,7.0,0.0,5.0,2.0,15.0,3.0,7.0,5.0,3.0,29.0,2.0,0.0,12.0,18.0,5.0,7.0,4.0,14.0,9.0,4.0,4.0,4.0,15.0,8.0,15.0,14.0,18.0,12.0,3.0,2.0,9.0,7.0,3.0,0.0,12.0,0.0,0.0,11.0,4.0,16.0,0.0,21.0,6.0,2.0,8.0,5.0,7.0,17.0,0.0,6.0,9.0,0.0,13.0,6.0,14.0,6.0,3.0,5.0,9.0,4.0,6.0,1.0,4.0,3.0,0.0,14.0,2.0,0.0,17.0,4.0,22.0,5.0,4.0,18.0,7.0,0.0,2.0,5.0,3.0,6.0,13.0,1.0,2.0,12.0,0.0,1.0,2.0,3.0,4.0,3.0,16.0,0.0,1.0,5.0,11.0,51.0,1.0,2.0,5.0,5.0,0.0,0.0,5.0,0.0,8.0,1.0,2.0,1.0
경쟁,24.0,30.0,42.0,25.0,30.0,61.0,11.0,38.0,58.0,16.0,36.0,11.0,71.0,25.0,47.0,17.0,21.0,5.0,61.0,0.0,5.0,64.0,14.0,110.0,12.0,44.0,25.0,23.0,26.0,27.0,1.0,0.0,22.0,23.0,4.0,17.0,11.0,2.0,16.0,11.0,12.0,10.0,3.0,13.0,11.0,9.0,16.0,9.0,27.0,10.0,13.0,6.0,4.0,16.0,3.0,0.0,14.0,7.0,0.0,8.0,15.0,13.0,2.0,2.0,9.0,13.0,9.0,43.0,17.0,22.0,7.0,2.0,5.0,7.0,6.0,8.0,10.0,2.0,4.0,8.0,10.0,3.0,8.0,2.0,4.0,1.0,0.0,5.0,14.0,9.0,0.0,5.0,1.0,11.0,0.0,6.0,9.0,7.0,12.0,3.0,9.0,1.0,9.0,16.0,7.0,0.0,8.0,4.0,0.0,8.0,0.0,1.0,8.0,4.0,6.0,23.0,6.0,5.0,0.0,8.0,3.0,0.0,12.0,1.0,4.0,80.0,2.0,11.0,7.0,0.0,19.0,6.0,2.0,3.0,8.0,8.0,1.0,6.0,13.0,2.0,4.0,2.0,1.0,4.0,1.0,24.0,7.0,12.0,10.0,2.0,2.0,1.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,2.0,0.0,6.0,3.0,16.0,1.0
지속,35.0,68.0,115.0,19.0,47.0,65.0,84.0,34.0,8.0,9.0,45.0,9.0,18.0,18.0,35.0,53.0,45.0,6.0,17.0,3.0,7.0,25.0,57.0,53.0,26.0,16.0,30.0,9.0,28.0,37.0,4.0,2.0,10.0,11.0,8.0,11.0,44.0,3.0,124.0,25.0,14.0,47.0,15.0,11.0,15.0,58.0,11.0,13.0,5.0,11.0,3.0,1.0,4.0,21.0,9.0,10.0,10.0,15.0,0.0,26.0,13.0,12.0,8.0,4.0,18.0,11.0,2.0,11.0,21.0,10.0,9.0,5.0,10.0,11.0,70.0,26.0,21.0,6.0,7.0,0.0,23.0,3.0,8.0,0.0,32.0,5.0,15.0,10.0,6.0,4.0,4.0,6.0,0.0,4.0,6.0,0.0,23.0,0.0,6.0,0.0,32.0,6.0,8.0,18.0,9.0,1.0,3.0,7.0,10.0,2.0,2.0,11.0,15.0,8.0,6.0,10.0,3.0,8.0,0.0,6.0,8.0,3.0,5.0,6.0,7.0,8.0,7.0,3.0,9.0,1.0,12.0,3.0,3.0,2.0,2.0,4.0,3.0,7.0,2.0,17.0,18.0,3.0,2.0,8.0,12.0,15.0,3.0,0.0,6.0,12.0,5.0,0.0,5.0,4.0,3.0,0.0,14.0,0.0,0.0,10.0,0.0,1.0,7.0,7.0,2.0
북한,32.0,54.0,47.0,35.0,224.0,67.0,26.0,86.0,27.0,33.0,73.0,9.0,6.0,30.0,10.0,231.0,33.0,12.0,1.0,2.0,2.0,3.0,33.0,26.0,25.0,23.0,35.0,3.0,9.0,0.0,3.0,0.0,0.0,21.0,12.0,9.0,11.0,1.0,0.0,146.0,8.0,43.0,13.0,31.0,4.0,33.0,25.0,38.0,3.0,0.0,6.0,8.0,3.0,41.0,25.0,4.0,9.0,50.0,0.0,3.0,3.0,83.0,2.0,4.0,37.0,0.0,0.0,10.0,2.0,63.0,72.0,24.0,22.0,31.0,16.0,97.0,1.0,2.0,2.0,0.0,4.0,5.0,13.0,1.0,26.0,30.0,16.0,0.0,20.0,3.0,1.0,0.0,1.0,16.0,9.0,23.0,0.0,1.0,2.0,5.0,1.0,15.0,10.0,74.0,22.0,0.0,9.0,6.0,4.0,8.0,5.0,19.0,5.0,4.0,5.0,18.0,3.0,25.0,2.0,1.0,5.0,1.0,3.0,31.0,0.0,9.0,24.0,13.0,1.0,0.0,1.0,14.0,10.0,19.0,3.0,4.0,4.0,1.0,12.0,17.0,5.0,3.0,4.0,1.0,10.0,48.0,0.0,0.0,2.0,13.0,11.0,0.0,0.0,1.0,4.0,4.0,12.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0
도시,30.0,30.0,21.0,24.0,9.0,5.0,71.0,17.0,19.0,11.0,7.0,3.0,63.0,14.0,15.0,3.0,9.0,6.0,0.0,0.0,17.0,49.0,11.0,2.0,7.0,4.0,1.0,54.0,29.0,120.0,2.0,10.0,0.0,21.0,10.0,71.0,11.0,10.0,7.0,1.0,4.0,3.0,12.0,3.0,30.0,31.0,8.0,21.0,23.0,41.0,0.0,2.0,5.0,30.0,0.0,2.0,6.0,6.0,0.0,7.0,11.0,1.0,1.0,7.0,7.0,18.0,1.0,7.0,16.0,1.0,28.0,1.0,4.0,15.0,4.0,0.0,4.0,8.0,73.0,2.0,1.0,2.0,0.0,17.0,0.0,0.0,0.0,9.0,4.0,1.0,5.0,21.0,4.0,0.0,7.0,0.0,1.0,0.0,0.0,3.0,30.0,4.0,9.0,0.0,8.0,3.0,0.0,0.0,17.0,1.0,7.0,1.0,2.0,3.0,2.0,1.0,1.0,9.0,3.0,9.0,4.0,4.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,1.0,3.0,1.0,95.0,0.0,0.0,30.0,0.0,9.0,0.0,4.0,4.0,1.0,0.0,0.0,6.0,3.0,4.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0
선거,73.0,49.0,4.0,46.0,40.0,14.0,2.0,11.0,39.0,232.0,0.0,7.0,5.0,23.0,13.0,2.0,23.0,13.0,124.0,2.0,10.0,2.0,8.0,3.0,23.0,4.0,5.0,33.0,0.0,3.0,2.0,0.0,26.0,5.0,17.0,28.0,1.0,4.0,1.0,10.0,13.0,25.0,1.0,0.0,0.0,9.0,8.0,0.0,8.0,34.0,10.0,8.0,7.0,5.0,0.0,1.0,38.0,0.0,0.0,5.0,0.0,4.0,12.0,23.0,0.0,1.0,75.0,10.0,0.0,7.0,2.0,4.0,4.0,0.0,11.0,0.0,3.0,3.0,2.0,9.0,9.0,23.0,2.0,10.0,4.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,21.0,12.0,6.0,2.0,0.0,0.0,6.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,9.0,4.0,19.0,2.0,5.0,14.0,11.0,2.0,4.0,0.0,2.0,12.0,2.0,9.0,0.0,1.0,20.0,0.0,10.0,8.0,6.0,14.0,10.0,0.0,0.0,0.0,6.0,4.0,19.0,1.0,1.0,32.0,2.0,7.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,6.0,32.0,0.0,1.0,3.0,9.0,0.0,0.0,6.0,0.0,13.0,1.0,0.0,0.0
사실,32.0,53.0,27.0,50.0,37.0,12.0,9.0,25.0,32.0,25.0,7.0,10.0,23.0,26.0,11.0,5.0,21.0,19.0,29.0,0.0,35.0,6.0,5.0,7.0,16.0,12.0,16.0,5.0,6.0,0.0,3.0,0.0,11.0,0.0,8.0,1.0,3.0,5.0,4.0,8.0,8.0,2.0,3.0,2.0,2.0,0.0,8.0,3.0,12.0,2.0,31.0,26.0,4.0,3.0,5.0,1.0,7.0,0.0,0.0,6.0,4.0,5.0,5.0,3.0,1.0,4.0,6.0,16.0,5.0,9.0,3.0,3.0,3.0,5.0,8.0,4.0,1.0,3.0,3.0,9.0,3.0,4.0,4.0,3.0,1.0,3.0,5.0,6.0,5.0,10.0,3.0,6.0,0.0,6.0,3.0,0.0,5.0,3.0,6.0,0.0,6.0,5.0,6.0,12.0,4.0,0.0,2.0,11.0,4.0,1.0,1.0,2.0,0.0,4.0,11.0,6.0,8.0,0.0,0.0,2.0,1.0,3.0,9.0,3.0,1.0,19.0,2.0,7.0,4.0,5.0,6.0,8.0,1.0,5.0,6.0,7.0,4.0,3.0,5.0,1.0,6.0,0.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,0.0,2.0,1.0,0.0,4.0,1.0,8.0,0.0,0.0,1.0,4.0,3.0,1.0,2.0,3.0
환경,29.0,36.0,74.0,26.0,48.0,56.0,36.0,20.0,18.0,4.0,22.0,7.0,28.0,17.0,32.0,5.0,22.0,4.0,4.0,4.0,2.0,83.0,28.0,32.0,11.0,7.0,6.0,13.0,40.0,11.0,0.0,8.0,9.0,12.0,5.0,35.0,48.0,4.0,25.0,10.0,15.0,7.0,16.0,9.0,30.0,16.0,12.0,3.0,15.0,9.0,7.0,9.0,7.0,14.0,4.0,1.0,7.0,2.0,0.0,23.0,24.0,1.0,5.0,5.0,18.0,38.0,0.0,7.0,16.0,3.0,6.0,1.0,3.0,33.0,21.0,3.0,11.0,3.0,6.0,1.0,6.0,6.0,3.0,2.0,7.0,1.0,3.0,10.0,9.0,11.0,8.0,4.0,3.0,2.0,9.0,32.0,1.0,30.0,2.0,6.0,0.0,6.0,20.0,1.0,0.0,2.0,0.0,3.0,14.0,3.0,14.0,7.0,11.0,5.0,3.0,8.0,1.0,3.0,1.0,4.0,8.0,8.0,6.0,2.0,11.0,8.0,1.0,4.0,5.0,2.0,2.0,11.0,27.0,1.0,3.0,5.0,2.0,14.0,3.0,4.0,3.0,16.0,1.0,2.0,15.0,3.0,11.0,0.0,4.0,4.0,3.0,1.0,3.0,8.0,1.0,1.0,7.0,2.0,0.0,11.0,0.0,1.0,9.0,8.0,0.0
합의,60.0,41.0,35.0,49.0,101.0,35.0,35.0,24.0,10.0,41.0,66.0,7.0,13.0,8.0,15.0,60.0,29.0,7.0,38.0,0.0,15.0,6.0,18.0,6.0,12.0,9.0,51.0,9.0,9.0,3.0,1.0,0.0,5.0,4.0,6.0,18.0,10.0,4.0,4.0,46.0,19.0,7.0,14.0,6.0,3.0,19.0,9.0,14.0,23.0,1.0,6.0,11.0,6.0,4.0,33.0,3.0,5.0,17.0,0.0,9.0,13.0,37.0,5.0,26.0,12.0,2.0,19.0,3.0,0.0,14.0,6.0,48.0,12.0,4.0,13.0,31.0,4.0,3.0,4.0,3.0,6.0,9.0,18.0,3.0,6.0,60.0,54.0,5.0,6.0,2.0,0.0,3.0,0.0,8.0,1.0,6.0,15.0,4.0,5.0,5.0,6.0,0.0,3.0,16.0,3.0,0.0,4.0,2.0,10.0,13.0,9.0,9.0,4.0,8.0,13.0,2.0,5.0,50.0,0.0,4.0,6.0,0.0,9.0,22.0,0.0,3.0,4.0,5.0,1.0,5.0,5.0,5.0,9.0,1.0,5.0,3.0,10.0,4.0,5.0,4.0,7.0,2.0,1.0,4.0,3.0,3.0,0.0,27.0,1.0,7.0,4.0,2.0,10.0,3.0,4.0,3.0,13.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,4.0
정보,39.0,47.0,26.0,33.0,25.0,44.0,35.0,32.0,25.0,10.0,36.0,9.0,83.0,28.0,24.0,18.0,19.0,6.0,6.0,3.0,2.0,29.0,10.0,26.0,20.0,52.0,6.0,19.0,55.0,8.0,0.0,0.0,5.0,14.0,6.0,18.0,13.0,9.0,7.0,12.0,16.0,5.0,9.0,12.0,40.0,11.0,11.0,6.0,31.0,7.0,7.0,13.0,16.0,13.0,11.0,0.0,4.0,8.0,0.0,2.0,37.0,5.0,3.0,3.0,20.0,22.0,0.0,5.0,16.0,3.0,3.0,5.0,8.0,14.0,12.0,9.0,9.0,4.0,9.0,23.0,4.0,2.0,3.0,5.0,4.0,2.0,0.0,23.0,14.0,4.0,5.0,4.0,3.0,5.0,9.0,8.0,10.0,9.0,0.0,6.0,20.0,3.0,0.0,9.0,7.0,0.0,2.0,3.0,15.0,2.0,1.0,4.0,16.0,4.0,4.0,19.0,0.0,4.0,3.0,12.0,2.0,5.0,1.0,2.0,1.0,13.0,4.0,2.0,4.0,0.0,6.0,4.0,1.0,3.0,1.0,7.0,4.0,10.0,2.0,2.0,1.0,10.0,1.0,8.0,7.0,7.0,3.0,0.0,6.0,10.0,6.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,3.0,2.0,6.0,4.0
일본,91.0,57.0,56.0,33.0,132.0,34.0,26.0,115.0,13.0,22.0,52.0,3.0,27.0,52.0,26.0,158.0,24.0,4.0,7.0,8.0,39.0,5.0,21.0,34.0,15.0,35.0,42.0,10.0,9.0,2.0,6.0,4.0,11.0,18.0,7.0,13.0,11.0,6.0,10.0,66.0,7.0,20.0,35.0,40.0,3.0,36.0,9.0,40.0,15.0,2.0,6.0,5.0,12.0,10.0,32.0,4.0,13.0,42.0,0.0,2.0,1.0,39.0,10.0,7.0,31.0,0.0,7.0,20.0,4.0,86.0,26.0,23.0,22.0,1.0,3.0,75.0,2.0,0.0,1.0,2.0,3.0,1.0,11.0,1.0,16.0,14.0,3.0,1.0,1.0,4.0,5.0,2.0,3.0,7.0,16.0,18.0,74.0,0.0,2.0,12.0,1.0,16.0,9.0,0.0,18.0,0.0,10.0,2.0,1.0,7.0,3.0,8.0,2.0,4.0,5.0,14.0,4.0,26.0,2.0,1.0,4.0,6.0,4.0,17.0,0.0,7.0,15.0,4.0,4.0,5.0,2.0,14.0,2.0,32.0,8.0,3.0,24.0,1.0,99.0,10.0,4.0,0.0,1.0,0.0,4.0,17.0,0.0,0.0,0.0,9.0,8.0,8.0,0.0,3.0,4.0,2.0,8.0,1.0,0.0,8.0,1.0,0.0,1.0,0.0,43.0
역할,38.0,42.0,45.0,31.0,45.0,46.0,31.0,47.0,13.0,12.0,39.0,16.0,24.0,20.0,29.0,81.0,12.0,1.0,9.0,2.0,11.0,7.0,18.0,24.0,8.0,19.0,19.0,29.0,19.0,5.0,2.0,0.0,6.0,6.0,3.0,16.0,8.0,1.0,3.0,31.0,57.0,9.0,16.0,14.0,16.0,10.0,12.0,40.0,1.0,10.0,23.0,1.0,1.0,7.0,14.0,8.0,4.0,27.0,0.0,0.0,8.0,12.0,3.0,3.0,39.0,2.0,3.0,9.0,1.0,8.0,31.0,6.0,32.0,11.0,3.0,33.0,11.0,8.0,27.0,6.0,9.0,1.0,7.0,10.0,22.0,9.0,2.0,8.0,3.0,2.0,3.0,8.0,0.0,17.0,7.0,9.0,22.0,8.0,0.0,4.0,0.0,3.0,7.0,18.0,0.0,0.0,5.0,1.0,3.0,2.0,1.0,3.0,13.0,3.0,4.0,6.0,5.0,12.0,1.0,6.0,4.0,3.0,1.0,15.0,5.0,9.0,8.0,1.0,6.0,2.0,5.0,3.0,3.0,3.0,13.0,3.0,2.0,2.0,4.0,9.0,4.0,10.0,3.0,3.0,2.0,6.0,2.0,0.0,4.0,9.0,14.0,0.0,1.0,5.0,1.0,1.0,4.0,1.0,0.0,2.0,0.0,6.0,8.0,1.0,4.0
기원,16.0,1.0,11.0,1.0,1.0,7.0,130.0,10.0,0.0,2.0,10.0,0.0,16.0,16.0,3.0,7.0,1.0,6.0,0.0,30.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,0.0,176.0,1.0,41.0,130.0,7.0,0.0,10.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,1.0,15.0,8.0,0.0,6.0,0.0,0.0,0.0,3.0,3.0,47.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,10.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,9.0,0.0,0.0,1.0,2.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,2.0,0.0,1.0,105.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,3.0,1.0,1.0,0.0,4.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,5.0,0.0,7.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0
서로,13.0,15.0,20.0,16.0,14.0,7.0,15.0,23.0,8.0,8.0,51.0,3.0,5.0,19.0,6.0,24.0,4.0,0.0,12.0,0.0,3.0,3.0,7.0,11.0,9.0,15.0,10.0,8.0,10.0,2.0,0.0,0.0,3.0,5.0,4.0,14.0,8.0,3.0,2.0,11.0,12.0,2.0,10.0,7.0,4.0,4.0,6.0,10.0,1.0,4.0,0.0,0.0,2.0,1.0,26.0,1.0,1.0,11.0,0.0,1.0,3.0,19.0,3.0,5.0,4.0,1.0,2.0,2.0,0.0,3.0,2.0,3.0,8.0,4.0,7.0,8.0,7.0,0.0,1.0,1.0,4.0,1.0,12.0,0.0,3.0,2.0,3.0,3.0,9.0,1.0,2.0,3.0,0.0,6.0,8.0,3.0,9.0,0.0,0.0,2.0,0.0,4.0,2.0,10.0,5.0,1.0,0.0,0.0,4.0,2.0,3.0,2.0,4.0,0.0,1.0,2.0,4.0,11.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,6.0,4.0,3.0,5.0,7.0,1.0,0.0,3.0,1.0,3.0,3.0,0.0,3.0,7.0,1.0,2.0,1.0,1.0,0.0,4.0,0.0,13.0,0.0,12.0,3.0,0.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
위기,37.0,46.0,151.0,25.0,44.0,21.0,13.0,26.0,24.0,22.0,1.0,16.0,14.0,18.0,15.0,4.0,9.0,11.0,17.0,2.0,2.0,13.0,12.0,26.0,19.0,6.0,6.0,2.0,2.0,4.0,3.0,0.0,27.0,3.0,2.0,0.0,14.0,2.0,13.0,10.0,12.0,16.0,11.0,4.0,1.0,6.0,7.0,1.0,9.0,0.0,19.0,12.0,1.0,7.0,1.0,3.0,6.0,1.0,0.0,6.0,0.0,3.0,5.0,2.0,3.0,10.0,7.0,6.0,6.0,3.0,3.0,6.0,1.0,2.0,6.0,4.0,4.0,1.0,1.0,7.0,5.0,12.0,4.0,1.0,10.0,2.0,2.0,1.0,19.0,2.0,2.0,1.0,0.0,9.0,4.0,7.0,6.0,0.0,3.0,11.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,3.0,14.0,4.0,4.0,1.0,0.0,1.0,2.0,2.0,9.0,19.0,1.0,4.0,2.0,23.0,61.0,1.0,11.0,0.0,4.0,13.0,0.0,5.0,2.0,41.0,0.0,2.0,21.0,0.0,0.0,4.0,2.0,1.0,1.0,3.0,7.0,0.0,0.0,2.0,10.0,0.0,7.0,3.0,8.0,0.0,0.0,5.0,0.0,5.0,2.0,1.0,0.0
사업,9.0,57.0,33.0,35.0,10.0,15.0,51.0,28.0,13.0,6.0,77.0,6.0,7.0,7.0,25.0,7.0,20.0,8.0,1.0,11.0,3.0,39.0,12.0,14.0,27.0,2.0,11.0,32.0,27.0,18.0,2.0,6.0,0.0,21.0,5.0,10.0,45.0,5.0,10.0,7.0,6.0,6.0,10.0,2.0,15.0,95.0,6.0,3.0,13.0,31.0,2.0,4.0,5.0,36.0,17.0,4.0,18.0,6.0,0.0,12.0,28.0,6.0,2.0,13.0,27.0,10.0,1.0,4.0,5.0,0.0,5.0,6.0,10.0,65.0,9.0,4.0,18.0,2.0,18.0,2.0,4.0,1.0,4.0,6.0,6.0,3.0,25.0,4.0,10.0,3.0,2.0,27.0,4.0,0.0,0.0,10.0,4.0,17.0,0.0,4.0,14.0,10.0,15.0,1.0,3.0,8.0,4.0,0.0,0.0,6.0,2.0,1.0,13.0,8.0,6.0,1.0,5.0,14.0,1.0,11.0,18.0,2.0,4.0,3.0,3.0,0.0,5.0,2.0,0.0,1.0,5.0,15.0,1.0,1.0,0.0,4.0,0.0,12.0,9.0,6.0,2.0,28.0,1.0,16.0,37.0,3.0,30.0,1.0,7.0,7.0,6.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,5.0,1.0,1.0,21.0,5.0,4.0
원칙,27.0,54.0,51.0,32.0,47.0,75.0,9.0,14.0,12.0,31.0,21.0,4.0,1.0,8.0,9.0,36.0,25.0,8.0,39.0,1.0,4.0,13.0,11.0,15.0,30.0,3.0,27.0,6.0,5.0,5.0,2.0,0.0,20.0,4.0,3.0,20.0,1.0,1.0,2.0,43.0,10.0,7.0,3.0,2.0,2.0,8.0,10.0,3.0,6.0,8.0,4.0,5.0,3.0,5.0,12.0,2.0,5.0,4.0,0.0,22.0,4.0,62.0,4.0,3.0,2.0,8.0,6.0,7.0,2.0,10.0,6.0,12.0,1.0,1.0,8.0,8.0,2.0,0.0,3.0,2.0,5.0,11.0,69.0,0.0,8.0,12.0,11.0,1.0,3.0,4.0,2.0,6.0,0.0,13.0,8.0,2.0,8.0,1.0,9.0,1.0,3.0,13.0,2.0,7.0,2.0,0.0,2.0,5.0,6.0,0.0,5.0,6.0,7.0,6.0,7.0,39.0,0.0,14.0,1.0,3.0,1.0,1.0,6.0,25.0,1.0,45.0,1.0,10.0,1.0,3.0,4.0,3.0,7.0,0.0,4.0,8.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,4.0,6.0,67.0,1.0,0.0,1.0,3.0,25.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,2.0,5.0,1.0,1.0,3.0
최선,41.0,145.0,26.0,20.0,24.0,17.0,27.0,16.0,2.0,7.0,18.0,1.0,7.0,15.0,13.0,30.0,12.0,6.0,4.0,2.0,8.0,7.0,50.0,2.0,27.0,8.0,4.0,5.0,11.0,13.0,0.0,1.0,2.0,13.0,4.0,21.0,8.0,2.0,9.0,16.0,1.0,3.0,4.0,6.0,14.0,8.0,3.0,5.0,4.0,2.0,0.0,0.0,1.0,32.0,4.0,0.0,3.0,9.0,0.0,8.0,4.0,4.0,9.0,9.0,4.0,4.0,6.0,1.0,8.0,0.0,3.0,1.0,9.0,7.0,0.0,8.0,5.0,7.0,4.0,0.0,1.0,3.0,4.0,2.0,8.0,8.0,4.0,8.0,6.0,3.0,1.0,5.0,0.0,6.0,0.0,2.0,5.0,7.0,4.0,1.0,14.0,9.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,5.0,0.0,2.0,9.0,1.0,4.0,1.0,1.0,1.0,0.0,6.0,2.0,1.0,6.0,11.0,0.0,2.0,1.0,2.0,5.0,2.0,6.0,5.0,1.0,0.0,3.0,3.0,3.0,9.0,1.0,0.0,1.0,8.0,2.0,6.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,0.0,6.0,1.0,4.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,2.0,5.0,2.0
과제,37.0,74.0,21.0,38.0,60.0,46.0,34.0,26.0,8.0,31.0,14.0,8.0,8.0,10.0,63.0,34.0,17.0,10.0,34.0,0.0,44.0,11.0,16.0,9.0,43.0,44.0,9.0,12.0,14.0,18.0,2.0,0.0,41.0,5.0,7.0,20.0,5.0,6.0,6.0,65.0,26.0,61.0,31.0,8.0,14.0,33.0,9.0,9.0,5.0,16.0,14.0,2.0,2.0,6.0,5.0,3.0,9.0,6.0,0.0,17.0,4.0,12.0,6.0,9.0,7.0,8.0,10.0,4.0,9.0,6.0,4.0,5.0,6.0,8.0,5.0,16.0,3.0,2.0,8.0,7.0,8.0,14.0,5.0,0.0,13.0,6.0,2.0,10.0,2.0,10.0,3.0,14.0,0.0,14.0,1.0,11.0,19.0,1.0,19.0,2.0,7.0,9.0,4.0,8.0,3.0,0.0,2.0,2.0,1.0,6.0,2.0,0.0,7.0,13.0,10.0,16.0,2.0,5.0,0.0,4.0,2.0,3.0,1.0,11.0,1.0,12.0,3.0,2.0,9.0,1.0,18.0,7.0,5.0,3.0,0.0,5.0,5.0,11.0,0.0,4.0,13.0,6.0,0.0,3.0,4.0,2.0,4.0,7.0,2.0,2.0,2.0,0.0,42.0,1.0,5.0,3.0,13.0,0.0,0.0,3.0,0.0,2.0,6.0,3.0,1.0
강화,19.0,32.0,67.0,7.0,27.0,30.0,16.0,13.0,5.0,9.0,148.0,3.0,11.0,13.0,45.0,16.0,22.0,6.0,6.0,0.0,0.0,27.0,32.0,19.0,11.0,9.0,20.0,34.0,45.0,37.0,1.0,0.0,0.0,2.0,1.0,7.0,33.0,4.0,19.0,22.0,3.0,12.0,3.0,1.0,36.0,25.0,14.0,12.0,6.0,22.0,0.0,4.0,3.0,33.0,24.0,4.0,9.0,7.0,0.0,16.0,38.0,1.0,3.0,17.0,11.0,24.0,2.0,9.0,65.0,7.0,18.0,17.0,11.0,20.0,6.0,5.0,21.0,2.0,11.0,1.0,7.0,3.0,3.0,1.0,15.0,8.0,4.0,18.0,6.0,1.0,2.0,4.0,1.0,6.0,8.0,15.0,5.0,2.0,2.0,0.0,11.0,4.0,16.0,2.0,13.0,1.0,4.0,1.0,13.0,7.0,9.0,7.0,0.0,4.0,2.0,6.0,2.0,12.0,1.0,39.0,4.0,2.0,4.0,11.0,2.0,13.0,5.0,3.0,3.0,3.0,10.0,2.0,9.0,1.0,1.0,4.0,0.0,13.0,4.0,1.0,3.0,5.0,2.0,9.0,6.0,7.0,16.0,0.0,13.0,10.0,5.0,0.0,3.0,8.0,0.0,2.0,2.0,0.0,0.0,14.0,0.0,3.0,8.0,22.0,9.0
