,세계,국민,경제,생각,나라,대한민국,한국,정부,국가,사회,위기,성장,발전,감사,기업,대통령,오늘,지금,협력,모두,정상,회의,국제,사람,노력,사랑,이제,자리,말씀,변화,문제,미래,시대,존경,녹색,축하,산업,기술,문화,이번,역사,지역,가장,선진,극복,일자리,개발,금융,양국,지원,시장,중요,평화,마음,관계,투자,기회,북한,적극,미국,성공,필요,정책,희망,글로벌,분야,환경,기대,올해,교육,서울,진심,이야기,정말,사실,기여,확대,어려움,자유,역할,서민,기후,정신,도움,인류,에너지,시작,생활,물론,무역,도전,서로,가능,행복,동안,사업,안보,건강,일류,기원,경험,선진국,귀빈,이후,민주,과학,중국,젊은이,중심,대학,내외,방문,일본,이상,지속,추진,강화,안전,민주주의,준비,계기,개최,가족,대회,복지,시민,자랑,최근,정치,평가,번영,목표,제도,지난해,수준,시간,가치,참여,전쟁,성과,계속,경쟁력,전국,공동,의미,여러분,신뢰,대응,최선,실천,먼저,자원,한미,계획,최고,가정,학생,도시,조금,해결,과제,참석,관심,회복,합의
성공,166.0,78.0,61.0,56.0,45.0,95.0,55.0,28.0,49.0,25.0,77.0,30.0,31.0,28.0,24.0,33.0,10.0,8.0,48.0,21.0,100.0,113.0,27.0,26.0,24.0,1.0,11.0,12.0,19.0,14.0,10.0,9.0,27.0,4.0,16.0,14.0,26.0,6.0,10.0,30.0,54.0,13.0,0.0,12.0,64.0,11.0,26.0,28.0,10.0,11.0,13.0,12.0,8.0,14.0,8.0,8.0,14.0,0.0,15.0,10.0,0.0,3.0,10.0,9.0,16.0,10.0,6.0,20.0,11.0,4.0,53.0,11.0,8.0,0.0,1.0,16.0,3.0,1.0,5.0,11.0,3.0,14.0,9.0,7.0,5.0,3.0,6.0,6.0,0.0,7.0,15.0,1.0,6.0,8.0,12.0,20.0,11.0,8.0,6.0,33.0,27.0,9.0,0.0,17.0,17.0,1.0,7.0,5.0,9.0,3.0,0.0,4.0,8.0,6.0,5.0,9.0,3.0,5.0,5.0,14.0,9.0,107.0,1.0,44.0,0.0,15.0,7.0,5.0,4.0,17.0,6.0,1.0,5.0,16.0,5.0,3.0,8.0,10.0,6.0,2.0,3.0,4.0,9.0,8.0,1.0,1.0,2.0,2.0,9.0,10.0,0.0,1.0,3.0,9.0,4.0,1.0,2.0,4.0,1.0,4.0,3.0,5.0,6.0,2.0,2.0
필요,53.0,34.0,88.0,81.0,23.0,12.0,27.0,51.0,33.0,69.0,56.0,53.0,25.0,2.0,39.0,15.0,4.0,12.0,41.0,10.0,30.0,9.0,32.0,33.0,40.0,9.0,2.0,4.0,9.0,25.0,31.0,17.0,22.0,1.0,23.0,0.0,7.0,23.0,8.0,7.0,6.0,13.0,1.0,4.0,23.0,18.0,25.0,19.0,9.0,39.0,15.0,16.0,13.0,5.0,8.0,16.0,12.0,8.0,23.0,4.0,3.0,0.0,25.0,1.0,20.0,10.0,11.0,3.0,0.0,20.0,0.0,0.0,7.0,1.0,5.0,4.0,13.0,5.0,7.0,13.0,6.0,14.0,11.0,38.0,16.0,11.0,6.0,8.0,1.0,7.0,15.0,9.0,14.0,7.0,2.0,6.0,7.0,4.0,1.0,0.0,14.0,4.0,0.0,4.0,3.0,6.0,4.0,3.0,2.0,11.0,0.0,0.0,2.0,4.0,22.0,16.0,11.0,8.0,5.0,12.0,2.0,2.0,3.0,0.0,29.0,3.0,0.0,2.0,10.0,3.0,8.0,10.0,19.0,3.0,3.0,19.0,8.0,7.0,2.0,5.0,2.0,9.0,2.0,7.0,2.0,0.0,13.0,13.0,4.0,9.0,0.0,3.0,5.0,4.0,2.0,8.0,4.0,2.0,1.0,13.0,8.0,1.0,12.0,16.0,13.0
정책,62.0,59.0,105.0,67.0,21.0,13.0,37.0,192.0,56.0,40.0,36.0,60.0,30.0,3.0,52.0,30.0,3.0,17.0,16.0,8.0,20.0,18.0,37.0,30.0,40.0,2.0,6.0,4.0,16.0,19.0,11.0,9.0,17.0,2.0,42.0,0.0,12.0,12.0,10.0,15.0,4.0,10.0,0.0,5.0,11.0,39.0,18.0,31.0,2.0,43.0,24.0,21.0,3.0,2.0,8.0,11.0,4.0,9.0,32.0,9.0,10.0,25.0,0.0,5.0,21.0,11.0,22.0,5.0,7.0,16.0,9.0,2.0,8.0,0.0,13.0,3.0,18.0,8.0,1.0,4.0,82.0,13.0,5.0,15.0,1.0,12.0,8.0,39.0,1.0,9.0,1.0,0.0,10.0,8.0,5.0,13.0,4.0,6.0,2.0,0.0,12.0,9.0,0.0,8.0,0.0,6.0,8.0,2.0,19.0,14.0,0.0,1.0,5.0,5.0,16.0,72.0,14.0,4.0,2.0,1.0,2.0,6.0,4.0,0.0,28.0,3.0,0.0,2.0,3.0,13.0,2.0,10.0,11.0,4.0,4.0,3.0,6.0,3.0,1.0,3.0,4.0,6.0,1.0,5.0,3.0,0.0,10.0,23.0,12.0,17.0,0.0,5.0,1.0,10.0,13.0,4.0,1.0,2.0,0.0,8.0,13.0,1.0,6.0,15.0,8.0
희망,44.0,103.0,35.0,52.0,47.0,67.0,33.0,25.0,13.0,41.0,41.0,19.0,14.0,5.0,8.0,14.0,17.0,10.0,18.0,30.0,7.0,11.0,8.0,34.0,22.0,16.0,1.0,16.0,13.0,10.0,5.0,68.0,8.0,1.0,6.0,2.0,10.0,6.0,5.0,17.0,8.0,9.0,0.0,7.0,20.0,15.0,6.0,10.0,9.0,17.0,5.0,4.0,13.0,19.0,5.0,3.0,12.0,3.0,4.0,2.0,9.0,1.0,5.0,0.0,4.0,9.0,4.0,10.0,12.0,4.0,2.0,4.0,20.0,0.0,1.0,8.0,3.0,18.0,6.0,5.0,37.0,5.0,3.0,7.0,14.0,5.0,4.0,8.0,1.0,2.0,15.0,6.0,5.0,11.0,6.0,5.0,0.0,3.0,5.0,7.0,6.0,1.0,0.0,4.0,3.0,10.0,3.0,26.0,2.0,1.0,0.0,2.0,0.0,7.0,2.0,1.0,3.0,2.0,5.0,2.0,5.0,5.0,16.0,8.0,7.0,5.0,4.0,1.0,3.0,0.0,7.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,3.0,0.0,2.0,1.0,1.0,3.0,0.0,3.0,4.0,8.0,3.0,0.0,4.0,0.0,2.0,4.0,10.0,10.0,6.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0
글로벌,155.0,19.0,196.0,23.0,37.0,44.0,39.0,34.0,67.0,26.0,201.0,122.0,37.0,9.0,41.0,7.0,8.0,6.0,46.0,10.0,36.0,40.0,55.0,1.0,17.0,1.0,3.0,14.0,6.0,32.0,22.0,11.0,47.0,1.0,88.0,8.0,10.0,26.0,9.0,24.0,11.0,16.0,0.0,11.0,40.0,3.0,35.0,100.0,15.0,17.0,21.0,14.0,7.0,3.0,9.0,11.0,14.0,1.0,20.0,9.0,16.0,20.0,21.0,4.0,0.0,14.0,21.0,21.0,11.0,13.0,16.0,7.0,1.0,0.0,3.0,24.0,16.0,13.0,2.0,25.0,4.0,33.0,7.0,4.0,10.0,3.0,7.0,6.0,1.0,13.0,11.0,3.0,15.0,4.0,9.0,7.0,8.0,1.0,8.0,3.0,12.0,21.0,1.0,22.0,0.0,8.0,4.0,9.0,15.0,8.0,1.0,1.0,2.0,4.0,19.0,11.0,27.0,2.0,6.0,2.0,9.0,12.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,5.0,9.0,6.0,9.0,13.0,11.0,1.0,13.0,8.0,2.0,10.0,1.0,25.0,0.0,11.0,7.0,2.0,4.0,18.0,2.0,10.0,0.0,4.0,4.0,13.0,6.0,0.0,1.0,7.0,2.0,8.0,8.0,3.0,4.0,14.0,10.0
분야,104.0,18.0,113.0,55.0,25.0,28.0,49.0,46.0,36.0,82.0,20.0,72.0,47.0,5.0,43.0,11.0,20.0,4.0,136.0,3.0,31.0,18.0,37.0,16.0,21.0,5.0,3.0,8.0,7.0,17.0,16.0,22.0,14.0,3.0,66.0,2.0,79.0,115.0,63.0,15.0,7.0,11.0,0.0,22.0,4.0,13.0,30.0,19.0,70.0,26.0,11.0,15.0,4.0,4.0,35.0,27.0,5.0,1.0,23.0,8.0,10.0,10.0,11.0,9.0,14.0,0.0,25.0,17.0,11.0,38.0,5.0,1.0,4.0,0.0,5.0,15.0,51.0,3.0,5.0,17.0,6.0,20.0,7.0,6.0,2.0,46.0,8.0,8.0,3.0,10.0,15.0,2.0,12.0,6.0,9.0,10.0,28.0,2.0,16.0,0.0,10.0,8.0,0.0,12.0,3.0,62.0,4.0,9.0,14.0,12.0,0.0,4.0,0.0,3.0,6.0,16.0,21.0,4.0,0.0,5.0,12.0,3.0,0.0,1.0,15.0,4.0,3.0,5.0,32.0,8.0,6.0,11.0,10.0,4.0,23.0,1.0,7.0,8.0,1.0,14.0,2.0,20.0,3.0,14.0,10.0,2.0,2.0,12.0,1.0,1.0,0.0,11.0,8.0,9.0,23.0,1.0,4.0,3.0,0.0,7.0,7.0,2.0,11.0,1.0,11.0
환경,91.0,29.0,138.0,34.0,32.0,19.0,35.0,56.0,31.0,44.0,41.0,149.0,45.0,6.0,67.0,10.0,4.0,10.0,29.0,7.0,6.0,5.0,41.0,12.0,37.0,4.0,4.0,3.0,13.0,93.0,44.0,26.0,31.0,5.0,117.0,5.0,48.0,55.0,32.0,11.0,10.0,15.0,0.0,6.0,16.0,18.0,50.0,11.0,6.0,12.0,13.0,10.0,6.0,6.0,3.0,41.0,8.0,0.0,21.0,1.0,6.0,11.0,22.0,4.0,21.0,25.0,0.0,10.0,5.0,13.0,5.0,2.0,3.0,0.0,9.0,10.0,9.0,5.0,5.0,14.0,2.0,52.0,5.0,7.0,21.0,43.0,3.0,26.0,1.0,9.0,9.0,1.0,18.0,8.0,2.0,37.0,27.0,14.0,2.0,1.0,14.0,2.0,0.0,3.0,0.0,7.0,5.0,2.0,10.0,9.0,0.0,3.0,2.0,6.0,24.0,15.0,9.0,11.0,1.0,4.0,6.0,3.0,1.0,2.0,5.0,4.0,4.0,4.0,2.0,15.0,2.0,7.0,6.0,2.0,4.0,0.0,11.0,10.0,2.0,3.0,1.0,11.0,1.0,5.0,3.0,1.0,1.0,27.0,6.0,8.0,0.0,13.0,1.0,25.0,4.0,8.0,2.0,35.0,0.0,10.0,15.0,0.0,8.0,2.0,1.0
기대,77.0,68.0,69.0,13.0,12.0,29.0,44.0,24.0,25.0,40.0,19.0,29.0,68.0,8.0,42.0,14.0,19.0,5.0,70.0,16.0,22.0,45.0,23.0,6.0,17.0,16.0,2.0,23.0,7.0,23.0,19.0,29.0,22.0,2.0,23.0,12.0,20.0,15.0,21.0,80.0,5.0,31.0,0.0,6.0,7.0,18.0,15.0,10.0,43.0,4.0,9.0,6.0,9.0,8.0,22.0,16.0,11.0,12.0,17.0,6.0,20.0,3.0,5.0,10.0,21.0,17.0,10.0,0.0,13.0,12.0,12.0,13.0,4.0,0.0,4.0,29.0,21.0,2.0,4.0,27.0,7.0,12.0,7.0,8.0,10.0,12.0,8.0,1.0,1.0,7.0,5.0,4.0,5.0,2.0,6.0,15.0,5.0,5.0,3.0,6.0,8.0,1.0,0.0,2.0,0.0,12.0,10.0,8.0,12.0,4.0,1.0,13.0,1.0,8.0,8.0,2.0,13.0,3.0,3.0,4.0,41.0,14.0,1.0,15.0,2.0,7.0,2.0,2.0,8.0,6.0,6.0,7.0,2.0,2.0,2.0,4.0,7.0,15.0,0.0,32.0,2.0,7.0,4.0,8.0,8.0,0.0,3.0,8.0,5.0,11.0,0.0,4.0,4.0,3.0,4.0,5.0,5.0,12.0,4.0,9.0,2.0,3.0,9.0,6.0,10.0
올해,84.0,26.0,65.0,23.0,30.0,43.0,41.0,62.0,29.0,16.0,22.0,43.0,20.0,5.0,12.0,15.0,1.0,2.0,19.0,11.0,44.0,47.0,12.0,7.0,9.0,3.0,2.0,2.0,5.0,9.0,12.0,7.0,9.0,0.0,19.0,22.0,11.0,11.0,11.0,2.0,9.0,6.0,1.0,13.0,8.0,21.0,12.0,7.0,10.0,21.0,9.0,9.0,2.0,3.0,10.0,13.0,4.0,2.0,7.0,9.0,11.0,0.0,7.0,12.0,11.0,11.0,5.0,13.0,0.0,9.0,18.0,13.0,2.0,0.0,1.0,3.0,16.0,7.0,1.0,5.0,12.0,8.0,3.0,3.0,1.0,6.0,16.0,7.0,2.0,26.0,3.0,0.0,3.0,0.0,1.0,9.0,13.0,5.0,4.0,4.0,1.0,8.0,0.0,6.0,9.0,4.0,11.0,2.0,3.0,8.0,1.0,19.0,6.0,21.0,2.0,5.0,4.0,3.0,1.0,10.0,1.0,19.0,2.0,10.0,11.0,2.0,1.0,2.0,4.0,4.0,0.0,15.0,3.0,26.0,7.0,0.0,5.0,6.0,10.0,5.0,3.0,2.0,8.0,4.0,11.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,6.0,13.0,7.0,6.0,10.0,0.0,5.0,1.0,9.0,5.0,1.0,5.0,4.0
교육,49.0,30.0,60.0,41.0,35.0,41.0,58.0,49.0,27.0,41.0,3.0,22.0,24.0,16.0,36.0,13.0,7.0,4.0,25.0,4.0,6.0,8.0,24.0,42.0,15.0,6.0,3.0,9.0,8.0,11.0,19.0,27.0,14.0,1.0,10.0,17.0,28.0,26.0,49.0,8.0,7.0,8.0,0.0,13.0,3.0,18.0,14.0,4.0,9.0,25.0,5.0,23.0,1.0,4.0,12.0,15.0,23.0,0.0,7.0,14.0,4.0,20.0,16.0,4.0,13.0,38.0,13.0,12.0,9.0,0.0,2.0,10.0,9.0,0.0,6.0,9.0,25.0,5.0,4.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,8.0,12.0,3.0,1.0,3.0,0.0,4.0,5.0,13.0,18.0,3.0,2.0,5.0,0.0,10.0,16.0,0.0,4.0,2.0,21.0,2.0,6.0,6.0,34.0,0.0,1.0,1.0,8.0,0.0,11.0,21.0,96.0,1.0,14.0,3.0,9.0,4.0,19.0,15.0,2.0,8.0,14.0,10.0,8.0,0.0,8.0,23.0,9.0,15.0,5.0,17.0,3.0,1.0,1.0,4.0,15.0,8.0,0.0,4.0,1.0,3.0,1.0,5.0,11.0,0.0,10.0,0.0,4.0,36.0,11.0,23.0,14.0,1.0,3.0,6.0,3.0,7.0,0.0,1.0
서울,105.0,17.0,64.0,32.0,16.0,51.0,32.0,3.0,24.0,10.0,21.0,37.0,14.0,12.0,7.0,25.0,13.0,5.0,24.0,9.0,265.0,297.0,50.0,16.0,16.0,4.0,2.0,11.0,10.0,8.0,9.0,4.0,3.0,1.0,6.0,38.0,8.0,1.0,11.0,46.0,10.0,3.0,0.0,0.0,6.0,1.0,64.0,33.0,3.0,8.0,33.0,7.0,14.0,3.0,2.0,1.0,4.0,5.0,6.0,3.0,53.0,0.0,9.0,2.0,16.0,5.0,5.0,12.0,18.0,2.0,0.0,21.0,6.0,0.0,3.0,19.0,2.0,1.0,1.0,11.0,0.0,4.0,1.0,7.0,8.0,2.0,5.0,1.0,0.0,3.0,0.0,0.0,7.0,1.0,9.0,6.0,42.0,5.0,0.0,7.0,9.0,11.0,0.0,6.0,0.0,0.0,3.0,11.0,14.0,6.0,0.0,7.0,3.0,7.0,10.0,4.0,3.0,10.0,1.0,8.0,16.0,85.0,1.0,3.0,1.0,15.0,0.0,0.0,0.0,4.0,9.0,10.0,3.0,36.0,8.0,5.0,2.0,10.0,3.0,24.0,2.0,0.0,3.0,7.0,10.0,2.0,3.0,2.0,6.0,8.0,0.0,1.0,0.0,8.0,3.0,0.0,1.0,20.0,1.0,4.0,9.0,7.0,8.0,3.0,28.0
진심,44.0,92.0,17.0,17.0,13.0,44.0,59.0,11.0,9.0,12.0,7.0,5.0,19.0,98.0,7.0,30.0,25.0,1.0,16.0,23.0,12.0,18.0,19.0,1.0,8.0,13.0,1.0,27.0,36.0,2.0,2.0,7.0,1.0,7.0,3.0,254.0,3.0,1.0,9.0,15.0,15.0,8.0,0.0,3.0,3.0,0.0,3.0,8.0,11.0,0.0,3.0,2.0,10.0,11.0,9.0,3.0,5.0,11.0,1.0,2.0,11.0,0.0,2.0,4.0,7.0,1.0,2.0,13.0,13.0,10.0,21.0,0.0,2.0,0.0,3.0,3.0,1.0,2.0,3.0,3.0,0.0,2.0,4.0,4.0,0.0,2.0,1.0,4.0,0.0,10.0,2.0,5.0,3.0,6.0,2.0,3.0,1.0,4.0,2.0,11.0,4.0,2.0,2.0,0.0,3.0,2.0,4.0,1.0,2.0,1.0,9.0,26.0,5.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,1.0,48.0,8.0,28.0,5.0,4.0,3.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,4.0,1.0,7.0,0.0,3.0,0.0,0.0,25.0,2.0,0.0,7.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,4.0,0.0,1.0,0.0,14.0,2.0,1.0,1.0
이야기,25.0,26.0,30.0,63.0,20.0,24.0,59.0,24.0,13.0,18.0,27.0,16.0,16.0,7.0,28.0,56.0,22.0,11.0,13.0,9.0,27.0,8.0,11.0,52.0,5.0,2.0,1.0,11.0,16.0,5.0,32.0,7.0,9.0,1.0,9.0,0.0,5.0,7.0,5.0,12.0,2.0,4.0,2.0,2.0,9.0,8.0,3.0,9.0,11.0,3.0,9.0,8.0,2.0,16.0,14.0,6.0,17.0,13.0,4.0,10.0,8.0,7.0,8.0,20.0,1.0,4.0,3.0,4.0,2.0,9.0,6.0,2.0,0.0,0.0,5.0,0.0,2.0,3.0,1.0,7.0,6.0,5.0,2.0,10.0,0.0,5.0,5.0,4.0,0.0,1.0,7.0,4.0,3.0,1.0,5.0,5.0,3.0,1.0,1.0,0.0,5.0,4.0,0.0,2.0,5.0,3.0,5.0,8.0,1.0,8.0,1.0,12.0,4.0,8.0,0.0,0.0,2.0,14.0,0.0,9.0,2.0,0.0,6.0,0.0,2.0,2.0,4.0,3.0,11.0,2.0,1.0,4.0,2.0,4.0,4.0,12.0,2.0,7.0,3.0,0.0,0.0,2.0,3.0,2.0,5.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,10.0,3.0,7.0,4.0,0.0,2.0,6.0,3.0,3.0
정말,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사실,38.0,30.0,39.0,17.0,29.0,18.0,20.0,13.0,10.0,11.0,27.0,17.0,6.0,0.0,15.0,17.0,3.0,6.0,3.0,8.0,6.0,8.0,14.0,15.0,8.0,2.0,2.0,8.0,6.0,8.0,11.0,6.0,5.0,1.0,3.0,0.0,12.0,2.0,6.0,15.0,8.0,6.0,0.0,1.0,4.0,20.0,5.0,8.0,4.0,1.0,10.0,11.0,4.0,0.0,9.0,5.0,6.0,10.0,1.0,4.0,1.0,5.0,13.0,1.0,3.0,5.0,9.0,4.0,1.0,6.0,3.0,3.0,5.0,0.0,0.0,1.0,5.0,12.0,5.0,5.0,8.0,3.0,3.0,7.0,4.0,3.0,4.0,2.0,1.0,11.0,0.0,0.0,5.0,1.0,4.0,2.0,2.0,1.0,1.0,0.0,6.0,4.0,0.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,0.0,2.0,5.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,5.0,4.0,5.0,3.0,0.0,1.0,5.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,0.0,3.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,4.0,3.0,3.0,2.0,0.0,2.0,1.0,2.0,8.0,4.0
기여,183.0,44.0,96.0,52.0,42.0,75.0,58.0,15.0,62.0,79.0,25.0,53.0,127.0,12.0,20.0,17.0,5.0,6.0,47.0,5.0,24.0,25.0,81.0,12.0,19.0,4.0,3.0,4.0,3.0,20.0,13.0,19.0,12.0,6.0,24.0,7.0,18.0,26.0,27.0,18.0,11.0,39.0,0.0,9.0,18.0,13.0,16.0,18.0,41.0,5.0,7.0,5.0,89.0,6.0,14.0,9.0,6.0,3.0,18.0,15.0,16.0,4.0,3.0,8.0,24.0,15.0,10.0,29.0,3.0,9.0,19.0,3.0,0.0,0.0,1.0,0.0,18.0,3.0,14.0,18.0,0.0,18.0,13.0,5.0,56.0,5.0,2.0,7.0,3.0,12.0,3.0,1.0,6.0,9.0,6.0,8.0,15.0,14.0,6.0,4.0,11.0,5.0,0.0,4.0,4.0,14.0,5.0,5.0,4.0,3.0,0.0,1.0,4.0,1.0,12.0,5.0,8.0,7.0,19.0,3.0,8.0,13.0,2.0,10.0,8.0,3.0,7.0,1.0,2.0,10.0,55.0,4.0,2.0,3.0,3.0,0.0,13.0,5.0,3.0,5.0,1.0,7.0,5.0,21.0,9.0,0.0,8.0,7.0,0.0,5.0,0.0,3.0,11.0,3.0,5.0,0.0,1.0,3.0,0.0,9.0,2.0,2.0,5.0,5.0,4.0
확대,56.0,15.0,85.0,17.0,16.0,20.0,47.0,64.0,22.0,37.0,21.0,34.0,25.0,0.0,21.0,7.0,3.0,3.0,114.0,5.0,28.0,21.0,35.0,6.0,18.0,1.0,2.0,1.0,0.0,24.0,9.0,16.0,5.0,0.0,31.0,1.0,25.0,31.0,35.0,14.0,3.0,23.0,1.0,4.0,10.0,14.0,46.0,27.0,57.0,73.0,23.0,14.0,10.0,1.0,22.0,66.0,12.0,2.0,23.0,9.0,3.0,13.0,18.0,3.0,16.0,51.0,9.0,21.0,16.0,25.0,2.0,1.0,2.0,0.0,5.0,18.0,0.0,6.0,8.0,18.0,4.0,21.0,4.0,9.0,1.0,17.0,6.0,7.0,3.0,17.0,2.0,2.0,2.0,1.0,2.0,20.0,13.0,0.0,0.0,0.0,10.0,8.0,0.0,9.0,0.0,6.0,4.0,3.0,3.0,6.0,0.0,5.0,9.0,17.0,19.0,10.0,30.0,11.0,3.0,4.0,10.0,4.0,0.0,3.0,14.0,1.0,0.0,6.0,8.0,3.0,4.0,8.0,10.0,5.0,8.0,1.0,4.0,13.0,0.0,1.0,4.0,3.0,1.0,7.0,4.0,0.0,7.0,8.0,3.0,0.0,0.0,5.0,10.0,14.0,6.0,5.0,6.0,0.0,2.0,3.0,6.0,1.0,5.0,8.0,5.0
어려움,78.0,64.0,101.0,34.0,63.0,42.0,24.0,44.0,18.0,15.0,77.0,13.0,9.0,11.0,20.0,8.0,10.0,17.0,5.0,24.0,4.0,1.0,11.0,16.0,22.0,3.0,1.0,4.0,15.0,10.0,7.0,7.0,6.0,0.0,4.0,1.0,4.0,1.0,2.0,6.0,18.0,9.0,0.0,4.0,102.0,13.0,8.0,18.0,4.0,14.0,3.0,5.0,0.0,10.0,1.0,4.0,14.0,6.0,3.0,9.0,1.0,5.0,8.0,18.0,13.0,3.0,5.0,2.0,7.0,5.0,1.0,2.0,3.0,0.0,12.0,3.0,6.0,0.0,2.0,4.0,30.0,3.0,4.0,3.0,2.0,1.0,3.0,16.0,1.0,5.0,6.0,0.0,4.0,2.0,9.0,2.0,0.0,0.0,3.0,1.0,5.0,10.0,0.0,7.0,3.0,0.0,4.0,4.0,3.0,1.0,0.0,2.0,4.0,5.0,4.0,3.0,4.0,0.0,2.0,3.0,1.0,0.0,3.0,3.0,5.0,1.0,7.0,6.0,1.0,8.0,2.0,2.0,3.0,5.0,1.0,6.0,1.0,2.0,1.0,2.0,5.0,5.0,0.0,0.0,1.0,2.0,10.0,1.0,7.0,3.0,0.0,1.0,2.0,1.0,3.0,6.0,2.0,0.0,4.0,8.0,2.0,0.0,3.0,9.0,2.0
자유,86.0,48.0,101.0,18.0,63.0,73.0,48.0,12.0,39.0,27.0,14.0,11.0,24.0,9.0,6.0,12.0,13.0,4.0,17.0,6.0,13.0,12.0,13.0,13.0,16.0,7.0,1.0,7.0,5.0,3.0,3.0,4.0,14.0,3.0,1.0,1.0,11.0,1.0,7.0,7.0,19.0,13.0,0.0,5.0,10.0,3.0,1.0,5.0,21.0,3.0,52.0,7.0,63.0,6.0,10.0,15.0,5.0,10.0,4.0,24.0,5.0,7.0,1.0,6.0,2.0,5.0,5.0,4.0,1.0,4.0,1.0,3.0,1.0,0.0,5.0,14.0,8.0,2.0,0.0,7.0,2.0,0.0,14.0,5.0,25.0,0.0,5.0,5.0,0.0,100.0,7.0,0.0,7.0,19.0,5.0,0.0,11.0,1.0,4.0,5.0,1.0,0.0,0.0,14.0,43.0,2.0,3.0,12.0,10.0,1.0,0.0,0.0,3.0,6.0,0.0,2.0,9.0,6.0,141.0,0.0,5.0,1.0,6.0,0.0,2.0,5.0,3.0,3.0,13.0,3.0,31.0,3.0,5.0,2.0,2.0,5.0,53.0,1.0,32.0,1.0,0.0,1.0,0.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0
역할,93.0,33.0,67.0,49.0,24.0,50.0,41.0,49.0,32.0,83.0,37.0,32.0,39.0,10.0,21.0,12.0,6.0,3.0,31.0,7.0,28.0,40.0,65.0,8.0,9.0,1.0,2.0,11.0,7.0,26.0,20.0,17.0,26.0,5.0,16.0,2.0,7.0,14.0,10.0,7.0,7.0,18.0,0.0,9.0,27.0,2.0,4.0,19.0,9.0,6.0,7.0,55.0,16.0,4.0,8.0,7.0,3.0,6.0,27.0,12.0,11.0,13.0,4.0,5.0,25.0,17.0,14.0,27.0,5.0,3.0,11.0,3.0,7.0,0.0,5.0,18.0,18.0,4.0,7.0,0.0,2.0,15.0,5.0,7.0,12.0,2.0,1.0,2.0,1.0,4.0,3.0,0.0,6.0,1.0,4.0,4.0,14.0,5.0,5.0,0.0,6.0,17.0,0.0,10.0,7.0,9.0,9.0,0.0,16.0,9.0,0.0,0.0,2.0,1.0,11.0,2.0,11.0,4.0,4.0,2.0,6.0,5.0,1.0,0.0,2.0,4.0,2.0,2.0,8.0,9.0,5.0,0.0,2.0,1.0,3.0,2.0,7.0,7.0,2.0,4.0,3.0,0.0,1.0,8.0,9.0,0.0,6.0,9.0,4.0,3.0,0.0,4.0,7.0,2.0,2.0,2.0,0.0,5.0,0.0,11.0,5.0,2.0,3.0,10.0,4.0
