,경제,국민,세계,정부,발전,한국,산업,협력,혁신,노력,사회,기업,국가,대한민국,창조,지원,문화,성장,기술,양국,평화,생각,지역,미래,북한,지금,감사,나라,축하,오늘,시대,동포,행복,통일,교육,국제,확대,모두,개발,분야,적극,시장,한반도,변화,투자,추진,존경,중요,기대,여성,역사,센터,글로벌,사업,이제,동안,개혁,도약,환경,자리,희망,일자리,안전,진심,과학,도전,구축,기여,역할,지속,에너지,강화,기반,창출,성공,창의,필요,이번,창업,기원,가치,수출,문제,가능,안보,다양,신뢰,중심,기회,역량,대회,서비스,관계,대응,전국,헌신,금융,위기,정책,계획,인류,귀빈,내외,아이디어,정보,공동,중국,규제,마음,자유,포럼,융합,성과,가장,정신,시작,정상,벤처,영상,최근,과제,올해,도발,상황,개최,진출,번영,메시지,의료,동북아,무역,개선,위협,주민,최선,말씀,바탕,현재,규모,극복,마련,현장,동력,회의,민족,과정,활성,청년,핵심,활용,각국,경찰,육성,어려움,교류,참여,토대,경험,해외,국회,건설,제공,전략,구조,운동,서로,조성,전쟁,계기,남북,이상,기관,경쟁력,생활,인재,해결
도약,296.0,52.0,51.0,55.0,39.0,28.0,71.0,16.0,107.0,42.0,29.0,18.0,33.0,79.0,56.0,16.0,30.0,38.0,22.0,23.0,9.0,21.0,10.0,33.0,1.0,9.0,3.0,21.0,6.0,10.0,38.0,9.0,18.0,16.0,5.0,4.0,8.0,22.0,6.0,7.0,11.0,10.0,9.0,19.0,11.0,29.0,14.0,11.0,17.0,7.0,14.0,14.0,13.0,5.0,4.0,7.0,41.0,0.0,8.0,13.0,9.0,10.0,4.0,5.0,10.0,28.0,12.0,2.0,10.0,10.0,5.0,4.0,25.0,12.0,12.0,20.0,20.0,6.0,8.0,17.0,8.0,5.0,3.0,5.0,3.0,3.0,4.0,9.0,24.0,8.0,2.0,5.0,5.0,6.0,4.0,4.0,8.0,19.0,8.0,30.0,3.0,3.0,3.0,8.0,5.0,1.0,0.0,11.0,7.0,5.0,0.0,9.0,9.0,0.0,10.0,6.0,8.0,4.0,2.0,1.0,18.0,10.0,1.0,11.0,1.0,1.0,2.0,2.0,2.0,1.0,6.0,6.0,3.0,5.0,6.0,6.0,12.0,3.0,2.0,20.0,22.0,1.0,12.0,1.0,3.0,0.0,4.0,7.0,6.0,3.0,3.0,4.0,7.0,5.0,5.0,3.0,20.0,4.0,3.0,2.0,6.0,3.0,7.0,11.0,0.0,2.0,4.0,2.0,15.0,0.0,0.0,1.0,8.0,3.0,1.0,3.0
환경,64.0,28.0,53.0,54.0,29.0,17.0,57.0,35.0,27.0,36.0,40.0,27.0,34.0,14.0,21.0,51.0,21.0,33.0,45.0,23.0,11.0,28.0,30.0,26.0,13.0,7.0,8.0,19.0,3.0,7.0,17.0,12.0,5.0,8.0,39.0,26.0,31.0,2.0,75.0,31.0,16.0,20.0,7.0,53.0,28.0,25.0,8.0,17.0,6.0,24.0,0.0,14.0,35.0,32.0,3.0,5.0,7.0,8.0,0.0,6.0,13.0,14.0,20.0,1.0,18.0,12.0,20.0,10.0,12.0,31.0,60.0,23.0,11.0,15.0,9.0,22.0,13.0,6.0,18.0,1.0,14.0,6.0,23.0,30.0,17.0,13.0,2.0,12.0,12.0,23.0,0.0,11.0,3.0,23.0,3.0,1.0,3.0,5.0,15.0,7.0,8.0,3.0,3.0,11.0,13.0,14.0,7.0,19.0,3.0,10.0,5.0,11.0,2.0,0.0,5.0,7.0,12.0,6.0,1.0,5.0,15.0,4.0,4.0,10.0,3.0,8.0,0.0,0.0,7.0,5.0,9.0,52.0,4.0,16.0,14.0,2.0,3.0,2.0,8.0,8.0,10.0,2.0,5.0,18.0,1.0,5.0,10.0,8.0,8.0,20.0,8.0,7.0,10.0,5.0,6.0,12.0,7.0,4.0,2.0,1.0,6.0,19.0,8.0,6.0,17.0,1.0,36.0,2.0,6.0,4.0,5.0,10.0,3.0,19.0,13.0,12.0
자리,79.0,71.0,46.0,34.0,28.0,24.0,25.0,28.0,43.0,17.0,25.0,28.0,20.0,35.0,30.0,1.0,14.0,10.0,11.0,26.0,22.0,39.0,26.0,37.0,8.0,1.0,48.0,14.0,18.0,94.0,12.0,18.0,22.0,15.0,18.0,9.0,5.0,15.0,11.0,4.0,7.0,4.0,12.0,4.0,11.0,5.0,35.0,5.0,30.0,17.0,13.0,19.0,9.0,4.0,2.0,8.0,13.0,13.0,6.0,0.0,16.0,6.0,12.0,15.0,12.0,6.0,1.0,2.0,8.0,6.0,6.0,3.0,3.0,3.0,7.0,9.0,4.0,14.0,9.0,15.0,0.0,2.0,3.0,6.0,2.0,3.0,8.0,9.0,5.0,4.0,9.0,2.0,5.0,4.0,15.0,9.0,6.0,3.0,5.0,2.0,8.0,35.0,33.0,7.0,12.0,7.0,4.0,2.0,9.0,7.0,13.0,3.0,13.0,0.0,10.0,7.0,5.0,10.0,4.0,0.0,1.0,3.0,0.0,3.0,8.0,1.0,7.0,3.0,5.0,5.0,2.0,3.0,2.0,0.0,3.0,26.0,4.0,2.0,3.0,0.0,33.0,8.0,3.0,9.0,3.0,2.0,1.0,6.0,1.0,6.0,8.0,8.0,5.0,4.0,3.0,4.0,1.0,6.0,3.0,10.0,6.0,4.0,3.0,5.0,3.0,1.0,2.0,8.0,11.0,1.0,2.0,7.0,2.0,5.0,4.0,3.0
희망,53.0,107.0,31.0,41.0,35.0,28.0,16.0,34.0,16.0,39.0,31.0,25.0,21.0,45.0,17.0,15.0,18.0,10.0,8.0,32.0,27.0,23.0,44.0,49.0,5.0,7.0,6.0,21.0,4.0,16.0,77.0,5.0,46.0,21.0,10.0,7.0,7.0,20.0,11.0,8.0,6.0,9.0,14.0,11.0,4.0,7.0,13.0,8.0,20.0,17.0,16.0,5.0,7.0,9.0,2.0,10.0,5.0,9.0,13.0,16.0,0.0,10.0,7.0,8.0,3.0,12.0,10.0,3.0,3.0,6.0,6.0,5.0,7.0,2.0,15.0,4.0,4.0,24.0,8.0,13.0,4.0,7.0,4.0,6.0,3.0,6.0,5.0,5.0,4.0,2.0,8.0,1.0,3.0,1.0,12.0,6.0,0.0,3.0,5.0,5.0,14.0,3.0,5.0,4.0,2.0,10.0,2.0,3.0,11.0,5.0,5.0,3.0,6.0,1.0,3.0,7.0,2.0,5.0,1.0,3.0,2.0,4.0,0.0,4.0,7.0,4.0,9.0,2.0,3.0,7.0,7.0,5.0,1.0,6.0,9.0,8.0,9.0,0.0,5.0,5.0,4.0,5.0,2.0,0.0,8.0,2.0,7.0,18.0,2.0,0.0,4.0,2.0,2.0,8.0,4.0,10.0,5.0,9.0,0.0,4.0,5.0,3.0,2.0,2.0,7.0,1.0,4.0,7.0,13.0,4.0,2.0,3.0,0.0,4.0,9.0,2.0
일자리,170.0,47.0,16.0,50.0,27.0,17.0,155.0,14.0,46.0,20.0,18.0,56.0,22.0,11.0,78.0,61.0,45.0,40.0,39.0,9.0,0.0,13.0,57.0,23.0,1.0,11.0,4.0,8.0,3.0,5.0,10.0,8.0,9.0,0.0,8.0,2.0,38.0,4.0,20.0,22.0,29.0,49.0,1.0,6.0,33.0,25.0,1.0,7.0,13.0,31.0,1.0,23.0,6.0,26.0,1.0,9.0,32.0,10.0,14.0,6.0,10.0,0.0,2.0,2.0,20.0,18.0,11.0,15.0,8.0,12.0,12.0,11.0,15.0,169.0,5.0,32.0,16.0,6.0,25.0,1.0,30.0,10.0,11.0,4.0,1.0,12.0,1.0,11.0,12.0,14.0,0.0,46.0,2.0,7.0,9.0,4.0,15.0,4.0,11.0,6.0,2.0,0.0,0.0,30.0,7.0,1.0,1.0,17.0,5.0,2.0,0.0,28.0,8.0,0.0,10.0,3.0,3.0,16.0,1.0,2.0,13.0,6.0,0.0,14.0,5.0,6.0,0.0,1.0,11.0,0.0,1.0,22.0,0.0,20.0,8.0,0.0,14.0,3.0,11.0,6.0,10.0,9.0,20.0,0.0,1.0,3.0,35.0,84.0,17.0,10.0,0.0,0.0,18.0,6.0,0.0,5.0,5.0,4.0,12.0,13.0,5.0,20.0,8.0,13.0,1.0,0.0,11.0,0.0,4.0,0.0,9.0,11.0,17.0,7.0,8.0,9.0
안전,25.0,215.0,20.0,61.0,18.0,16.0,39.0,39.0,20.0,29.0,70.0,12.0,74.0,33.0,4.0,20.0,17.0,8.0,14.0,4.0,16.0,16.0,21.0,6.0,13.0,5.0,21.0,18.0,9.0,6.0,13.0,8.0,51.0,6.0,8.0,9.0,21.0,12.0,17.0,30.0,14.0,2.0,2.0,14.0,29.0,33.0,5.0,23.0,9.0,21.0,4.0,4.0,4.0,6.0,3.0,16.0,7.0,4.0,20.0,12.0,7.0,2.0,0.0,4.0,7.0,3.0,13.0,11.0,17.0,13.0,21.0,22.0,1.0,0.0,2.0,3.0,8.0,15.0,2.0,5.0,5.0,2.0,16.0,6.0,14.0,8.0,11.0,21.0,3.0,10.0,14.0,11.0,7.0,31.0,14.0,16.0,1.0,1.0,7.0,6.0,10.0,2.0,2.0,0.0,11.0,3.0,6.0,4.0,4.0,2.0,0.0,3.0,1.0,0.0,3.0,6.0,5.0,0.0,10.0,1.0,11.0,6.0,6.0,3.0,8.0,7.0,4.0,8.0,3.0,8.0,0.0,20.0,20.0,6.0,12.0,3.0,2.0,3.0,1.0,1.0,9.0,18.0,4.0,3.0,4.0,7.0,8.0,1.0,7.0,9.0,0.0,25.0,11.0,1.0,3.0,12.0,9.0,7.0,1.0,2.0,7.0,6.0,2.0,14.0,12.0,1.0,6.0,0.0,12.0,1.0,0.0,6.0,0.0,15.0,4.0,5.0
진심,46.0,36.0,82.0,10.0,20.0,22.0,12.0,4.0,29.0,15.0,14.0,9.0,9.0,31.0,40.0,5.0,6.0,0.0,8.0,12.0,15.0,6.0,5.0,16.0,3.0,1.0,46.0,6.0,297.0,9.0,4.0,9.0,5.0,14.0,6.0,17.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,9.0,0.0,58.0,0.0,9.0,30.0,5.0,30.0,9.0,0.0,0.0,6.0,1.0,5.0,1.0,15.0,8.0,2.0,4.0,0.0,22.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,2.0,5.0,14.0,1.0,0.0,1.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,71.0,0.0,4.0,0.0,33.0,11.0,2.0,0.0,4.0,0.0,0.0,56.0,53.0,0.0,12.0,4.0,0.0,0.0,10.0,0.0,38.0,5.0,0.0,0.0,4.0,1.0,0.0,7.0,98.0,0.0,0.0,2.0,0.0,0.0,65.0,1.0,5.0,96.0,1.0,3.0,10.0,1.0,0.0,2.0,1.0,20.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,15.0,9.0,0.0,1.0,2.0,0.0,0.0,26.0,9.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,4.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0
과학,94.0,23.0,85.0,32.0,82.0,36.0,92.0,19.0,43.0,18.0,28.0,5.0,29.0,26.0,61.0,38.0,24.0,25.0,399.0,7.0,3.0,26.0,11.0,33.0,1.0,8.0,10.0,22.0,27.0,9.0,12.0,0.0,11.0,2.0,50.0,35.0,15.0,3.0,19.0,42.0,12.0,19.0,0.0,14.0,19.0,23.0,31.0,19.0,12.0,31.0,5.0,4.0,14.0,6.0,0.0,10.0,0.0,10.0,18.0,12.0,3.0,20.0,7.0,22.0,0.0,13.0,7.0,30.0,17.0,5.0,9.0,16.0,22.0,17.0,3.0,28.0,8.0,11.0,3.0,5.0,7.0,2.0,12.0,6.0,1.0,16.0,1.0,15.0,10.0,19.0,28.0,3.0,1.0,6.0,2.0,12.0,2.0,4.0,8.0,8.0,25.0,7.0,7.0,24.0,85.0,3.0,3.0,1.0,7.0,0.0,7.0,35.0,9.0,0.0,1.0,7.0,2.0,3.0,3.0,3.0,3.0,8.0,0.0,2.0,11.0,0.0,2.0,8.0,1.0,0.0,0.0,7.0,3.0,0.0,2.0,2.0,11.0,0.0,5.0,7.0,11.0,10.0,9.0,13.0,1.0,6.0,5.0,0.0,8.0,24.0,15.0,1.0,13.0,1.0,11.0,6.0,13.0,10.0,5.0,0.0,6.0,8.0,10.0,4.0,0.0,3.0,8.0,0.0,5.0,0.0,2.0,3.0,4.0,6.0,19.0,12.0
도전,90.0,34.0,66.0,30.0,23.0,13.0,42.0,16.0,64.0,19.0,24.0,38.0,11.0,35.0,39.0,22.0,10.0,32.0,24.0,12.0,15.0,24.0,8.0,27.0,4.0,9.0,1.0,23.0,3.0,20.0,28.0,8.0,7.0,5.0,8.0,12.0,9.0,4.0,8.0,14.0,16.0,26.0,8.0,44.0,12.0,8.0,10.0,10.0,7.0,2.0,23.0,12.0,24.0,5.0,4.0,10.0,2.0,28.0,12.0,6.0,12.0,18.0,3.0,2.0,13.0,0.0,7.0,7.0,5.0,7.0,19.0,4.0,7.0,12.0,21.0,40.0,19.0,3.0,35.0,3.0,10.0,4.0,10.0,9.0,5.0,13.0,4.0,4.0,31.0,7.0,1.0,0.0,1.0,15.0,4.0,4.0,3.0,20.0,4.0,6.0,21.0,9.0,9.0,30.0,5.0,1.0,2.0,6.0,5.0,7.0,1.0,4.0,10.0,0.0,53.0,2.0,4.0,15.0,0.0,8.0,19.0,3.0,1.0,4.0,0.0,11.0,1.0,0.0,1.0,3.0,9.0,1.0,15.0,0.0,6.0,1.0,9.0,0.0,1.0,37.0,5.0,1.0,4.0,3.0,5.0,5.0,3.0,15.0,5.0,4.0,3.0,0.0,0.0,13.0,1.0,0.0,2.0,10.0,6.0,1.0,2.0,2.0,4.0,4.0,0.0,0.0,8.0,2.0,1.0,0.0,3.0,2.0,8.0,0.0,6.0,3.0
구축,94.0,56.0,44.0,62.0,30.0,44.0,45.0,79.0,31.0,36.0,28.0,40.0,35.0,12.0,39.0,65.0,33.0,17.0,28.0,29.0,83.0,16.0,39.0,18.0,35.0,3.0,4.0,4.0,1.0,5.0,20.0,21.0,18.0,59.0,22.0,20.0,26.0,5.0,24.0,18.0,15.0,29.0,46.0,10.0,17.0,30.0,8.0,12.0,9.0,9.0,6.0,33.0,21.0,44.0,1.0,9.0,10.0,12.0,20.0,1.0,10.0,11.0,13.0,1.0,7.0,7.0,0.0,15.0,3.0,19.0,17.0,25.0,69.0,14.0,12.0,10.0,19.0,8.0,18.0,1.0,10.0,11.0,10.0,12.0,22.0,13.0,31.0,13.0,5.0,11.0,5.0,18.0,29.0,22.0,13.0,2.0,9.0,5.0,18.0,13.0,2.0,3.0,3.0,16.0,21.0,13.0,13.0,18.0,2.0,8.0,0.0,8.0,7.0,0.0,5.0,8.0,9.0,11.0,3.0,3.0,12.0,5.0,10.0,9.0,10.0,16.0,4.0,1.0,8.0,13.0,4.0,16.0,4.0,25.0,9.0,1.0,14.0,3.0,8.0,6.0,9.0,15.0,5.0,6.0,6.0,14.0,10.0,5.0,7.0,12.0,3.0,4.0,8.0,2.0,15.0,16.0,9.0,12.0,7.0,0.0,10.0,13.0,10.0,10.0,3.0,1.0,16.0,0.0,6.0,24.0,2.0,19.0,4.0,10.0,8.0,6.0
기여,102.0,38.0,96.0,21.0,148.0,57.0,32.0,49.0,9.0,25.0,61.0,12.0,47.0,34.0,13.0,33.0,29.0,41.0,43.0,47.0,81.0,11.0,32.0,9.0,9.0,6.0,15.0,34.0,13.0,8.0,24.0,23.0,37.0,31.0,33.0,35.0,23.0,10.0,23.0,14.0,26.0,10.0,27.0,7.0,15.0,5.0,1.0,12.0,19.0,16.0,5.0,3.0,16.0,11.0,4.0,17.0,2.0,2.0,10.0,2.0,3.0,15.0,11.0,2.0,30.0,7.0,15.0,0.0,15.0,13.0,19.0,8.0,4.0,17.0,16.0,11.0,5.0,11.0,1.0,4.0,8.0,16.0,13.0,8.0,5.0,17.0,6.0,3.0,10.0,16.0,5.0,10.0,13.0,3.0,1.0,13.0,1.0,3.0,4.0,3.0,43.0,3.0,3.0,6.0,6.0,15.0,3.0,3.0,3.0,11.0,3.0,10.0,3.0,0.0,7.0,6.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,4.0,13.0,20.0,0.0,18.0,11.0,2.0,9.0,2.0,8.0,1.0,9.0,7.0,0.0,4.0,7.0,4.0,4.0,8.0,4.0,6.0,7.0,8.0,4.0,5.0,10.0,6.0,3.0,3.0,3.0,9.0,6.0,7.0,17.0,10.0,2.0,11.0,11.0,3.0,1.0,14.0,1.0,3.0,16.0,6.0,4.0,2.0,3.0,6.0,6.0,12.0,12.0
역할,88.0,49.0,41.0,26.0,72.0,31.0,35.0,24.0,44.0,14.0,46.0,28.0,26.0,29.0,37.0,23.0,22.0,23.0,29.0,25.0,12.0,41.0,41.0,24.0,4.0,4.0,6.0,26.0,2.0,7.0,28.0,40.0,26.0,15.0,21.0,17.0,17.0,6.0,29.0,11.0,15.0,14.0,8.0,21.0,8.0,6.0,5.0,78.0,35.0,35.0,15.0,27.0,21.0,5.0,1.0,14.0,7.0,10.0,12.0,8.0,3.0,8.0,17.0,1.0,17.0,5.0,3.0,15.0,0.0,14.0,4.0,16.0,8.0,5.0,6.0,6.0,10.0,5.0,4.0,3.0,7.0,2.0,7.0,9.0,7.0,8.0,8.0,23.0,6.0,8.0,3.0,13.0,9.0,5.0,9.0,7.0,17.0,7.0,9.0,2.0,7.0,2.0,2.0,7.0,14.0,7.0,9.0,5.0,11.0,5.0,3.0,6.0,2.0,0.0,5.0,4.0,6.0,10.0,2.0,4.0,6.0,0.0,0.0,1.0,4.0,11.0,4.0,0.0,11.0,3.0,8.0,1.0,2.0,3.0,3.0,4.0,2.0,0.0,10.0,5.0,6.0,7.0,4.0,12.0,2.0,14.0,4.0,2.0,14.0,5.0,4.0,12.0,7.0,2.0,3.0,4.0,4.0,4.0,6.0,4.0,4.0,12.0,2.0,5.0,10.0,4.0,4.0,2.0,6.0,1.0,1.0,5.0,7.0,3.0,2.0,5.0
지속,117.0,28.0,62.0,69.0,76.0,32.0,31.0,50.0,36.0,57.0,52.0,16.0,31.0,12.0,20.0,61.0,22.0,81.0,17.0,19.0,28.0,12.0,33.0,30.0,29.0,5.0,5.0,11.0,1.0,2.0,11.0,41.0,8.0,12.0,35.0,27.0,37.0,5.0,102.0,21.0,28.0,7.0,19.0,22.0,13.0,42.0,7.0,13.0,10.0,14.0,14.0,10.0,29.0,17.0,1.0,15.0,18.0,10.0,31.0,6.0,6.0,12.0,13.0,0.0,5.0,7.0,19.0,13.0,14.0,0.0,13.0,17.0,11.0,7.0,6.0,4.0,17.0,6.0,6.0,0.0,7.0,12.0,12.0,105.0,11.0,9.0,14.0,20.0,8.0,20.0,6.0,24.0,16.0,5.0,1.0,6.0,13.0,13.0,18.0,11.0,12.0,6.0,6.0,1.0,15.0,12.0,1.0,11.0,2.0,2.0,9.0,1.0,7.0,0.0,8.0,8.0,22.0,2.0,2.0,4.0,15.0,6.0,12.0,16.0,8.0,7.0,6.0,0.0,1.0,9.0,2.0,17.0,13.0,25.0,2.0,3.0,5.0,4.0,12.0,7.0,16.0,10.0,8.0,29.0,5.0,4.0,11.0,3.0,12.0,3.0,8.0,6.0,4.0,4.0,11.0,12.0,11.0,7.0,8.0,4.0,5.0,14.0,8.0,9.0,22.0,1.0,7.0,2.0,12.0,14.0,13.0,14.0,3.0,11.0,6.0,8.0
에너지,80.0,7.0,79.0,33.0,47.0,74.0,147.0,117.0,21.0,23.0,13.0,16.0,17.0,8.0,37.0,28.0,14.0,39.0,60.0,54.0,5.0,13.0,23.0,27.0,2.0,8.0,0.0,12.0,0.0,8.0,11.0,20.0,3.0,2.0,6.0,20.0,57.0,13.0,39.0,79.0,27.0,32.0,0.0,34.0,32.0,20.0,6.0,8.0,16.0,0.0,4.0,12.0,19.0,29.0,5.0,9.0,2.0,5.0,60.0,6.0,6.0,12.0,21.0,0.0,9.0,19.0,17.0,19.0,4.0,13.0,0.0,19.0,9.0,28.0,4.0,8.0,25.0,22.0,2.0,2.0,9.0,7.0,10.0,17.0,8.0,15.0,3.0,22.0,20.0,3.0,3.0,20.0,13.0,30.0,4.0,0.0,3.0,3.0,12.0,18.0,11.0,8.0,8.0,4.0,6.0,9.0,10.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,6.0,2.0,3.0,0.0,11.0,8.0,3.0,0.0,1.0,10.0,14.0,5.0,0.0,12.0,6.0,0.0,7.0,0.0,5.0,1.0,2.0,6.0,2.0,8.0,10.0,5.0,3.0,15.0,6.0,3.0,2.0,7.0,0.0,8.0,28.0,1.0,3.0,23.0,0.0,6.0,6.0,6.0,10.0,7.0,0.0,21.0,5.0,10.0,7.0,0.0,3.0,6.0,1.0,12.0,0.0,2.0,2.0,1.0,4.0,0.0,18.0
강화,70.0,28.0,46.0,59.0,17.0,20.0,57.0,117.0,27.0,39.0,37.0,41.0,46.0,4.0,22.0,100.0,16.0,26.0,26.0,33.0,10.0,12.0,48.0,18.0,14.0,3.0,0.0,7.0,0.0,0.0,7.0,29.0,5.0,5.0,83.0,27.0,44.0,3.0,37.0,37.0,25.0,24.0,6.0,14.0,25.0,29.0,3.0,11.0,10.0,21.0,3.0,24.0,25.0,16.0,1.0,8.0,15.0,4.0,23.0,3.0,5.0,11.0,22.0,0.0,16.0,4.0,25.0,8.0,16.0,17.0,19.0,0.0,18.0,15.0,5.0,3.0,13.0,12.0,21.0,0.0,7.0,15.0,5.0,15.0,20.0,12.0,4.0,11.0,7.0,47.0,9.0,15.0,16.0,45.0,4.0,0.0,21.0,4.0,23.0,11.0,3.0,0.0,0.0,5.0,18.0,9.0,8.0,11.0,1.0,9.0,1.0,8.0,7.0,0.0,5.0,5.0,9.0,21.0,0.0,5.0,10.0,4.0,6.0,6.0,12.0,12.0,4.0,0.0,14.0,3.0,13.0,15.0,5.0,4.0,3.0,0.0,7.0,5.0,9.0,4.0,13.0,10.0,4.0,15.0,2.0,14.0,14.0,9.0,3.0,17.0,11.0,6.0,17.0,0.0,12.0,7.0,7.0,5.0,14.0,4.0,4.0,14.0,11.0,20.0,10.0,3.0,12.0,0.0,8.0,1.0,6.0,17.0,31.0,7.0,14.0,3.0
기반,144.0,49.0,37.0,59.0,51.0,32.0,75.0,47.0,64.0,37.0,25.0,28.0,26.0,19.0,55.0,32.0,34.0,51.0,46.0,20.0,79.0,11.0,25.0,31.0,21.0,9.0,4.0,11.0,0.0,4.0,27.0,8.0,19.0,83.0,27.0,11.0,24.0,9.0,15.0,13.0,14.0,18.0,43.0,13.0,9.0,23.0,7.0,20.0,14.0,9.0,4.0,15.0,15.0,24.0,0.0,10.0,17.0,25.0,11.0,3.0,7.0,15.0,1.0,1.0,22.0,7.0,69.0,4.0,8.0,11.0,9.0,18.0,0.0,18.0,5.0,27.0,11.0,4.0,14.0,0.0,3.0,6.0,3.0,10.0,12.0,12.0,16.0,16.0,2.0,13.0,0.0,15.0,10.0,7.0,6.0,1.0,7.0,7.0,14.0,10.0,3.0,0.0,0.0,10.0,7.0,10.0,8.0,4.0,0.0,7.0,0.0,19.0,7.0,0.0,2.0,3.0,9.0,11.0,1.0,0.0,15.0,8.0,7.0,6.0,1.0,5.0,7.0,0.0,10.0,5.0,8.0,12.0,2.0,9.0,6.0,0.0,9.0,1.0,6.0,8.0,20.0,2.0,17.0,1.0,8.0,3.0,7.0,7.0,6.0,4.0,0.0,4.0,13.0,6.0,13.0,4.0,7.0,2.0,2.0,2.0,2.0,2.0,10.0,10.0,5.0,0.0,30.0,3.0,4.0,9.0,2.0,7.0,4.0,8.0,6.0,6.0
창출,153.0,26.0,32.0,48.0,29.0,28.0,160.0,27.0,71.0,21.0,16.0,45.0,29.0,12.0,64.0,46.0,46.0,70.0,72.0,15.0,2.0,12.0,57.0,33.0,2.0,10.0,2.0,6.0,0.0,3.0,14.0,8.0,2.0,1.0,10.0,5.0,19.0,4.0,24.0,32.0,27.0,47.0,3.0,21.0,43.0,24.0,3.0,12.0,13.0,14.0,0.0,18.0,16.0,32.0,3.0,5.0,17.0,12.0,15.0,3.0,2.0,169.0,0.0,0.0,17.0,12.0,14.0,17.0,5.0,7.0,28.0,15.0,18.0,0.0,7.0,27.0,12.0,4.0,20.0,3.0,81.0,17.0,7.0,5.0,1.0,6.0,3.0,10.0,18.0,13.0,0.0,28.0,3.0,17.0,6.0,0.0,13.0,4.0,13.0,5.0,1.0,1.0,1.0,30.0,7.0,2.0,2.0,20.0,2.0,1.0,0.0,32.0,11.0,0.0,7.0,5.0,1.0,8.0,0.0,6.0,10.0,1.0,0.0,9.0,1.0,7.0,0.0,0.0,7.0,3.0,4.0,19.0,0.0,16.0,4.0,0.0,9.0,1.0,12.0,8.0,8.0,6.0,41.0,1.0,0.0,2.0,24.0,30.0,15.0,14.0,2.0,0.0,23.0,5.0,2.0,5.0,3.0,4.0,10.0,7.0,5.0,6.0,15.0,16.0,1.0,0.0,10.0,0.0,6.0,0.0,7.0,10.0,17.0,6.0,4.0,5.0
성공,81.0,36.0,47.0,41.0,36.0,49.0,16.0,37.0,42.0,30.0,23.0,59.0,24.0,35.0,26.0,28.0,4.0,19.0,22.0,30.0,8.0,21.0,24.0,13.0,4.0,10.0,8.0,18.0,4.0,3.0,7.0,23.0,5.0,7.0,12.0,12.0,6.0,10.0,28.0,11.0,17.0,12.0,4.0,10.0,23.0,25.0,3.0,19.0,21.0,7.0,9.0,13.0,14.0,32.0,3.0,5.0,16.0,12.0,9.0,7.0,15.0,5.0,2.0,7.0,3.0,21.0,12.0,16.0,6.0,6.0,4.0,5.0,5.0,7.0,0.0,11.0,10.0,9.0,30.0,14.0,3.0,9.0,1.0,8.0,3.0,7.0,11.0,3.0,7.0,12.0,14.0,8.0,8.0,3.0,9.0,5.0,2.0,2.0,10.0,18.0,4.0,2.0,2.0,18.0,1.0,7.0,6.0,4.0,3.0,3.0,2.0,1.0,11.0,0.0,10.0,7.0,3.0,12.0,0.0,5.0,4.0,7.0,2.0,1.0,12.0,11.0,3.0,0.0,3.0,2.0,1.0,6.0,4.0,9.0,12.0,3.0,11.0,0.0,7.0,6.0,9.0,6.0,2.0,1.0,5.0,4.0,1.0,9.0,4.0,8.0,2.0,0.0,4.0,5.0,1.0,14.0,8.0,15.0,1.0,1.0,6.0,5.0,6.0,11.0,11.0,1.0,7.0,4.0,3.0,0.0,1.0,6.0,2.0,1.0,1.0,2.0
창의,164.0,34.0,37.0,50.0,36.0,23.0,80.0,26.0,116.0,28.0,14.0,48.0,26.0,19.0,113.0,29.0,50.0,44.0,74.0,15.0,2.0,14.0,29.0,35.0,0.0,16.0,3.0,12.0,2.0,8.0,38.0,0.0,7.0,1.0,44.0,2.0,8.0,7.0,10.0,14.0,16.0,33.0,2.0,16.0,13.0,24.0,1.0,13.0,16.0,1.0,3.0,21.0,19.0,12.0,2.0,11.0,12.0,20.0,22.0,9.0,4.0,32.0,3.0,0.0,28.0,40.0,10.0,11.0,6.0,4.0,8.0,3.0,27.0,27.0,11.0,0.0,13.0,9.0,31.0,1.0,17.0,1.0,6.0,8.0,1.0,13.0,1.0,6.0,12.0,18.0,0.0,10.0,2.0,3.0,9.0,0.0,5.0,4.0,9.0,6.0,6.0,2.0,2.0,108.0,10.0,2.0,3.0,14.0,1.0,6.0,3.0,41.0,5.0,0.0,23.0,2.0,0.0,17.0,0.0,2.0,6.0,2.0,0.0,1.0,3.0,4.0,1.0,0.0,8.0,1.0,2.0,3.0,0.0,5.0,3.0,1.0,25.0,0.0,2.0,5.0,5.0,2.0,15.0,1.0,2.0,3.0,6.0,5.0,15.0,6.0,4.0,1.0,11.0,3.0,4.0,2.0,10.0,4.0,2.0,0.0,1.0,5.0,7.0,9.0,0.0,1.0,17.0,0.0,2.0,0.0,1.0,4.0,10.0,2.0,43.0,5.0
